County Name,Population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampson,"58,961",47,0.50%,47,-5.80%,78,"-3,634",90,40.23,69,40.44,69,24.10%,8,24.20%,8,19.60%,62,19.30%,63,5.80%,69,5.90%,68,40.40%,85,37.50%,84,17.90%,93,20.20%,97,12.50%,39,14.00%,43,266,92,169,72,34.6,37,22,46,64.90%,50,66.00%,48,13.60%,48,35.50%,75,45.50%,83,70.50%,81,69.70%,82,68.30%,72,45.80%,86,29.20%,80,28.20%,79,"45,841",68,"40,646",78,61.70%,54,60.60%,57,82.60%,58,83.40%,65,3.30%,40,3.60%,47,887,39,828,44,0.825,86,0.825,85,729.1,64,711,63,"88,372",83,"86,180",79,7.00%
Scotland,"33,005",69,0.30%,69,-7.50%,84,"-2,675",86,41.35,64,41.6,63,23.00%,12,22.90%,13,20.90%,53,20.60%,53,6.80%,34,6.90%,35,47.90%,96,44.40%,96,14.30%,61,13.70%,43,17.90%,99,20.40%,100,"1,160",4,404,43,68.9,91,24,51,96.80%,15,96.80%,16,17.00%,76,31.10%,92,41.60%,91,65.70%,94,61.60%,97,81.00%,55,50.50%,98,35.00%,94,45.60%,100,"42,171",93,"37,527",95,61.10%,57,61.20%,54,82.40%,56,83.40%,65,6.30%,100,6.10%,99,874,45,824,45,0.99,99,0.99,100,755.5,56,729.2,54,"76,315",95,"72,924",94,6.75%
Stanly,"63,008",45,0.60%,45,4.90%,40,"2,947",38,42.27,55,42.24,54,20.10%,45,20.30%,44,20.70%,55,20.30%,56,5.50%,79,5.60%,78,27.40%,38,24.80%,36,12.80%,34,14.60%,60,12.50%,39,12.80%,21,586,47,368,48,43,57,27,56,71.40%,41,76.20%,36,12.10%,27,40.10%,59,52.30%,63,78.60%,41,77.70%,42,84.00%,46,31.30%,23,20.70%,42,19.10%,37,"46,827",59,"43,279",52,60.60%,59,62.20%,49,82.60%,58,84.10%,72,3.10%,16,3.20%,14,859,56,793,61,0.61,39,0.61,32,627.9,82,584.2,85,"102,930",61,"95,767",66,7.00%
Stokes,"45,205",55,0.40%,55,-1.50%,65,-697,67,45.76,24,45.75,22,17.30%,78,17.40%,80,22.40%,37,21.90%,38,6.20%,54,6.40%,55,26.20%,31,23.30%,27,13.70%,55,12.30%,14,13.80%,69,13.90%,40,599,45,273,57,72.4,95,33,63,103.00%,12,103.00%,12,17.50%,80,32.20%,88,52.40%,62,76.00%,56,75.20%,53,82.30%,51,33.90%,39,19.10%,33,19.00%,35,"46,159",67,"42,290",60,33.50%,92,30.00%,96,86.80%,99,88.70%,100,3.10%,19,3.30%,22,733,97,698,98,0.66,52,0.66,49,707.6,67,687.7,68,"107,205",57,"104,204",53,6.75%
Surry,"71,283",38,0.70%,38,-1.40%,63,"-1,000",72,42.49,51,42.6,48,20.20%,42,20.30%,45,20.60%,56,20.40%,55,5.10%,87,5.20%,87,31.60%,62,29.30%,61,14.70%,70,16.70%,84,14.50%,83,15.60%,76,747,21,536,34,43.2,59,31,60,62.50%,55,62.90%,54,16.20%,70,45.60%,38,59.20%,33,74.10%,68,72.20%,68,95.60%,19,39.30%,62,21.10%,43,20.00%,44,"46,963",55,"42,733",58,67.90%,40,67.50%,38,84.00%,84,84.70%,81,3.20%,28,3.50%,38,873,46,818,48,0.552,27,0.552,20,562.2,96,540.1,94,"101,852",64,"97,851",63,7.00%
Swain,"14,370",88,0.10%,88,-0.40%,59,-64,58,39.91,73,39.99,72,23.50%,9,23.50%,9,20.10%,57,20.00%,57,6.50%,46,6.60%,46,42.50%,91,39.80%,91,24.20%,100,22.30%,100,15.10%,92,16.10%,79,743,22,106,77,49.1,72,7,23,83.80%,31,78.70%,32,20.30%,90,35.60%,74,45.40%,84,67.00%,90,66.60%,90,34.40%,98,45.30%,81,25.80%,65,20.90%,51,"49,421",39,"44,824",42,69.10%,34,69.40%,32,83.50%,77,85.20%,88,2.80%,2,3.20%,9,876,43,831,42,0.36,6,0.36,3,511.8,100,502.8,99,"142,164",32,"139,671",30,7.00%
Transylvania,"33,609",68,0.30%,68,3.30%,45,"1,087",47,51.16,5,51.16,4,15.60%,95,15.60%,95,33.10%,1,32.80%,1,9.10%,11,9.20%,13,22.90%,19,21.60%,21,15.50%,82,15.90%,74,12.00%,31,13.60%,33,567,51,195,68,20.4,12,7,23,91.40%,20,96.30%,18,9.90%,18,45.30%,39,49.80%,74,80.60%,33,79.10%,35,80.10%,57,32.80%,31,21.90%,50,20.60%,49,"52,252",28,"48,341",28,76.00%,20,73.90%,23,81.00%,39,80.90%,35,3.30%,38,3.50%,36,856,58,794,58,0.6033,38,0.6033,31,1280.3,5,1258.6,6,"212,212",9,"208,617",9,6.75%
Tyrrell,"3,161",100,0.00%,100,-21.30%,100,-858,69,45.21,26,44.85,28,19.40%,58,19.20%,63,24.10%,27,23.50%,28,9.70%,8,9.70%,10,35.10%,76,31.70%,73,18.60%,95,16.30%,78,13.70%,66,16.20%,81,710,28,19,96,49.8,73,2,2,54.50%,65,54.50%,66,15.90%,65,24.40%,100,38.30%,96,65.40%,95,65.40%,93,33.20%,99,37.80%,53,30.90%,88,29.40%,84,"47,379",52,"43,515",50,58.60%,63,61.20%,54,76.70%,11,79.30%,17,4.60%,89,4.30%,81,769,94,702,97,0.95,97,0.95,98,1320.4,3,1327,3,"138,988",35,"139,686",29,6.75%
Union,"252,232",8,2.30%,8,19.60%,10,"41,352",7,39.66,75,39.51,75,20.80%,34,21.30%,32,14.70%,91,14.30%,91,4.40%,98,4.50%,99,18.80%,8,16.80%,7,10.80%,4,11.30%,6,7.60%,1,8.50%,1,244,93,584,29,21.3,13,51,76,47.30%,74,47.30%,74,7.80%,12,57.60%,12,70.30%,12,88.50%,8,88.10%,7,92.60%,27,21.60%,3,9.40%,1,8.40%,2,"63,777",6,"59,055",6,54.40%,69,53.10%,72,76.20%,10,78.70%,16,3.00%,9,3.20%,8,1072,9,983,10,0.588,33,0.588,26,909.6,29,886,26,"154,690",23,"150,687",22,6.75%
Vance,"41,815",61,0.40%,61,-5.00%,75,"-2,220",82,38.57,82,38.78,81,23.10%,10,23.10%,11,19.50%,65,19.20%,64,5.70%,70,5.90%,69,52.90%,99,49.60%,99,14.40%,63,14.60%,55,14.30%,79,16.60%,88,"1,141",5,508,37,44.9,63,20,39,58.80%,63,58.80%,63,19.80%,89,35.20%,78,50.80%,68,75.40%,60,71.60%,73,80.60%,56,46.20%,88,34.40%,93,30.00%,86,"44,399",79,"39,845",85,61.40%,56,61.80%,51,82.70%,65,81.20%,38,5.40%,98,5.50%,97,846,65,802,56,0.89,96,0.89,95,632.7,81,609.1,80,"71,094",98,"68,442",98,6.75%
Wake,"1,189,705",1,11.00%,1,22.30%,7,"217,210",1,39.02,81,38.7,82,21.00%,31,21.40%,27,13.60%,97,13.10%,97,4.50%,96,4.60%,96,17.50%,6,15.80%,6,9.50%,2,10.10%,1,8.50%,2,9.50%,2,227,96,"2,521",2,21.6,16,240,99,37.20%,89,37.20%,89,6.90%,7,73.90%,2,81.80%,1,92.00%,1,91.80%,1,99.00%,7,20.80%,2,10.10%,3,8.30%,1,"71,205",4,"66,147",4,84.30%,9,83.60%,9,71.10%,4,75.70%,7,3.00%,15,3.00%,2,1387,3,1332,3,0.657,51,0.6195,38,1055,14,1008.1,15,"170,305",18,"168,015",18,7.25%
Warren,"18,892",82,0.20%,82,-6.50%,81,"-1,316",77,44.1,35,43.93,37,17.60%,75,17.80%,75,25.00%,23,24.80%,22,6.60%,41,6.80%,39,33.90%,71,32.00%,75,17.40%,91,17.00%,86,13.80%,69,16.10%,79,437,68,79,85,20.3,11,4,11,90.90%,21,82.80%,30,20.50%,92,27.30%,95,50.40%,72,66.90%,91,66.40%,91,36.50%,96,45.40%,82,29.20%,81,33.30%,94,"38,740",100,"35,682",99,43.00%,87,43.60%,86,82.60%,58,82.30%,50,5.20%,97,5.60%,98,732,98,706,96,0.81,84,0.81,82,1178,10,1091.2,10,"145,431",29,"134,713",33,6.75%
Washington,"10,425",95,0.10%,95,-16.00%,95,"-1,991",80,47.38,14,47.65,14,21.80%,24,21.50%,26,28.20%,11,27.80%,11,6.60%,44,6.70%,43,41.50%,89,38.10%,86,12.90%,38,14.10%,50,16.60%,97,19.10%,99,487,58,47,93,51.8,78,6,19,72.00%,40,72.00%,42,17.20%,79,27.20%,96,43.00%,87,60.40%,100,58.10%,100,63.10%,77,50.00%,96,38.80%,99,37.80%,97,"46,846",58,"41,632",68,51.00%,76,58.60%,63,83.60%,80,78.30%,13,4.80%,93,4.80%,88,861,54,824,45,0.85,94,0.85,92,785.1,50,801.4,38,"92,362",76,"94,285",68,6.75%
Watauga,"53,561",50,0.50%,50,3.40%,44,"1,759",41,31.65,99,31.23,99,12.00%,100,12.10%,100,18.80%,75,18.30%,77,5.40%,80,5.40%,83,12.20%,1,11.00%,1,13.30%,45,13.10%,28,12.60%,42,14.30%,53,413,76,232,60,16,5,9,27,75.70%,35,76.40%,35,5.70%,5,67.80%,4,78.90%,3,87.00%,11,86.40%,12,94.70%,23,39.50%,63,13.80%,11,12.90%,7,"46,766",60,"43,559",49,88.50%,5,88.30%,6,74.70%,8,74.80%,4,3.20%,31,3.50%,33,858,57,809,53,0.318,2,0.318,1,880.9,34,720.7,60,"277,015",3,"178,826",13,6.75%
Wayne,"117,447",25,1.10%,25,-4.40%,74,"-5,346",96,37.8,87,37.69,88,24.60%,7,24.70%,7,17.60%,82,17.30%,82,9.60%,10,9.80%,9,36.20%,78,33.20%,77,14.90%,74,15.40%,70,13.00%,48,14.20%,51,420,71,517,35,29.2,25,36,67,59.40%,58,59.40%,59,13.50%,46,44.30%,43,59.10%,35,78.00%,46,77.20%,44,90.10%,34,39.10%,61,26.70%,69,23.20%,62,"49,881",37,"45,415",35,76.40%,18,77.40%,15,81.30%,42,81.40%,39,3.70%,65,4.00%,69,881,41,838,41,0.7425,73,0.7425,71,594.7,88,557.9,92,"80,099",92,"78,858",88,6.75%
Wilkes,"65,600",42,0.60%,42,-3.50%,72,"-2,410",84,43.81,39,43.87,38,19.30%,59,19.40%,60,22.50%,36,22.20%,35,5.40%,82,5.40%,82,31.30%,58,29.00%,59,14.70%,69,16.40%,79,14.90%,87,15.10%,68,"1,606",1,"1,099",11,33.6,33,23,48,90.90%,22,90.90%,22,15.50%,64,40.70%,55,54.20%,55,76.50%,54,76.70%,49,95.70%,18,40.90%,72,23.90%,59,20.10%,47,"46,169",66,"41,739",67,73.60%,24,75.00%,20,82.70%,65,82.10%,47,3.80%,67,3.80%,60,868,48,812,51,0.66,53,0.66,49,618.6,85,607.8,81,"93,733",73,"92,088",71,7.00%
Wilson,"77,313",36,0.70%,36,-3.00%,69,"-2,407",83,39.18,80,39.2,80,22.40%,18,22.40%,19,18.70%,77,18.50%,75,6.40%,47,6.50%,49,38.00%,82,34.50%,81,15.10%,78,16.10%,77,13.70%,66,15.50%,73,621,41,508,37,45.2,64,37,70,26.60%,98,26.60%,98,21.10%,93,38.70%,64,51.40%,67,71.20%,79,72.00%,70,94.90%,20,42.60%,79,26.60%,68,32.80%,93,"48,642",45,"44,562",45,72.00%,30,73.40%,26,83.70%,81,82.00%,45,5.00%,95,5.00%,94,980,18,938,16,0.73,64,0.73,63,750.2,57,725.1,58,"102,773",62,"99,330",62,6.75%
Yadkin,"37,082",66,0.30%,66,-2.10%,66,-790,68,43.32,43,43.36,44,19.50%,56,19.60%,56,21.10%,50,20.80%,50,5.90%,62,6.00%,64,28.10%,42,25.00%,37,15.40%,79,15.30%,69,13.10%,50,13.90%,40,828,16,312,51,42.5,55,16,34,74.50%,37,74.50%,38,14.60%,55,36.80%,71,47.10%,80,75.10%,61,74.10%,63,76.10%,62,34.20%,41,18.80%,32,16.80%,25,"46,172",65,"41,874",66,46.70%,81,47.40%,79,83.90%,83,84.30%,74,3.10%,20,3.40%,29,831,76,794,58,0.65,48,0.66,49,584.8,90,568.2,89,"88,606",82,"86,092",80,6.75%
Yancey,"18,439",83,0.20%,83,3.60%,43,638,50,46.09,21,46.27,19,17.80%,73,17.80%,74,25.80%,19,25.80%,19,5.50%,77,5.60%,79,29.30%,49,26.60%,47,14.70%,71,15.70%,73,13.60%,64,15.00%,67,941,9,170,71,16.6,6,3,7,44.90%,80,44.90%,80,5.50%,3,39.30%,61,57.80%,43,76.20%,55,74.50%,58,94.00%,25,40.10%,68,24.20%,61,22.20%,57,"41,892",95,"39,832",86,62.50%,52,61.40%,53,82.90%,68,82.70%,56,3.30%,35,3.60%,45,808,86,757,86,0.6,37,0.6,30,796,46,779,43,"132,672",40,"129,827",40,6.75%
